,Name,Commit,Runtime,GitHub,Group,Notes,Tags,fold,model,seed,lr,test_acc,test_auc,test_f1,test_loss,test_precision,test_recall,train_loss,valid_acc,valid_auc,valid_f1,valid_loss,valid_precision,valid_recall
119,no_process_ctmp_gin_seed1_fold2,e6e0e2c6fb1df16c294f97bb138b3abe8eeb73bd,2,https://github.com/loveiscomplicated/CTMP_GIN/tree/e6e0e2c6fb1df16c294f97bb138b3abe8eeb73bd,no_process_ctmp_gin_kfold,-,,2.0,no_process_ctmp_gin,1.0,2.0000545669e-06,0.8845166973039216,0.9553011360583088,0.8696648153350766,0.2715066513245471,0.8719826652221019,0.867359255108199,0.2325345851574343,0.88390625,0.9549907008907216,0.8688713039413496,0.2726513512245621,0.8719281618273548,0.8658358050041828
120,no_process_ctmp_gin_seed1_fold3,e6e0e2c6fb1df16c294f97bb138b3abe8eeb73bd,2,https://github.com/loveiscomplicated/CTMP_GIN/tree/e6e0e2c6fb1df16c294f97bb138b3abe8eeb73bd,no_process_ctmp_gin_kfold,-,,3.0,no_process_ctmp_gin,1.0,2.0000545669733314e-07,0.8834108838848039,0.9549397402801214,0.8685084304695472,0.2729270428635874,0.8702138939077563,0.8668096387619623,0.2308804281859839,0.8853167229729729,0.9554137540858147,0.870582965197459,0.2714361929735254,0.8727998929806792,0.8683772709555363
121,no_process_ctmp_gin_seed1_fold4,e6e0e2c6fb1df16c294f97bb138b3abe8eeb73bd,1,https://github.com/loveiscomplicated/CTMP_GIN/tree/e6e0e2c6fb1df16c294f97bb138b3abe8eeb73bd,no_process_ctmp_gin_kfold,-,,4.0,no_process_ctmp_gin,1.0,2.0000545669e-06,0.8835688572303921,0.9549494477366456,0.8687043175021323,0.2728850044878254,0.8702922534449564,0.86712216570394,0.229096501419511,0.8846663851351352,0.9546445037636772,0.869870160810006,0.2739900931414362,0.8719099835708555,0.8678398600534307
122,no_process_ctmp_gin_seed2_fold0,e6e0e2c6fb1df16c294f97bb138b3abe8eeb73bd,2,https://github.com/loveiscomplicated/CTMP_GIN/tree/e6e0e2c6fb1df16c294f97bb138b3abe8eeb73bd,no_process_ctmp_gin_kfold,-,,0.0,no_process_ctmp_gin,2.0,2.0000545669e-06,0.8830805759803921,0.9542561525027864,0.8679926494433035,0.2763116936794449,0.8706844205412908,0.8653174705806285,0.2246558209560817,0.8841722972972973,0.9548316195039346,0.8693020995149101,0.274520295100587,0.8714697901937555,0.8671451658902938
123,no_process_ctmp_gin_seed2_fold1,e6e0e2c6fb1df16c294f97bb138b3abe8eeb73bd,2,https://github.com/loveiscomplicated/CTMP_GIN/tree/e6e0e2c6fb1df16c294f97bb138b3abe8eeb73bd,no_process_ctmp_gin_kfold,-,,1.0,no_process_ctmp_gin,2.0,2.0000545669e-06,0.8833055683210784,0.9540001740919732,0.8678015369013595,0.2758802755358945,0.8734620801082957,0.862213888529678,0.2284738124432618,0.8845988175675675,0.9547748573005485,0.8692694454942521,0.2734823628994235,0.8748736121409381,0.8637366189416843
124,no_process_ctmp_gin_seed2_fold2,e6e0e2c6fb1df16c294f97bb138b3abe8eeb73bd,2,https://github.com/loveiscomplicated/CTMP_GIN/tree/e6e0e2c6fb1df16c294f97bb138b3abe8eeb73bd,no_process_ctmp_gin_kfold,-,,2.0,no_process_ctmp_gin,2.0,2.0000545669733314e-07,0.8840954350490197,0.9545117557841956,0.8687255337837105,0.2723211650666064,0.874195237991314,0.8633238501659555,0.2414946000181834,0.8845861486486486,0.9552749183857312,0.869450574646757,0.2701256431957868,0.8737662736664235,0.8651772982222645
125,no_process_ctmp_gin_seed2_fold3,e6e0e2c6fb1df16c294f97bb138b3abe8eeb73bd,1,https://github.com/loveiscomplicated/CTMP_GIN/tree/e6e0e2c6fb1df16c294f97bb138b3abe8eeb73bd,no_process_ctmp_gin_kfold,-,,3.0,no_process_ctmp_gin,2.0,2.0000545669e-06,0.8830614276960784,0.9541757863998788,0.8678681927345897,0.2754768108793842,0.8712423979148567,0.8645200224147592,0.2299838191837353,0.8840793918918919,0.9544751539749982,0.8691398987443151,0.2749649966554239,0.8716663957391063,0.8666280053618793
126,no_process_ctmp_gin_seed2_fold4,e6e0e2c6fb1df16c294f97bb138b3abe8eeb73bd,1,https://github.com/loveiscomplicated/CTMP_GIN/tree/e6e0e2c6fb1df16c294f97bb138b3abe8eeb73bd,no_process_ctmp_gin_kfold,-,,4.0,no_process_ctmp_gin,2.0,2.0000545669e-06,0.883755553002451,0.9542799162056608,0.8688334206588848,0.2751114253915807,0.8710023284778253,0.8666752877279194,0.229138275560397,0.8837415540540541,0.9549071162478202,0.8688523028258922,0.2730652520505318,0.8708186514643672,0.8668948143923191
127,no_process_ctmp_gin_seed3_fold0,e6e0e2c6fb1df16c294f97bb138b3abe8eeb73bd,2,https://github.com/loveiscomplicated/CTMP_GIN/tree/e6e0e2c6fb1df16c294f97bb138b3abe8eeb73bd,no_process_ctmp_gin_kfold,-,,0.0,no_process_ctmp_gin,3.0,2.0000545669e-06,0.8840092677696079,0.9548386212049008,0.8692813983599482,0.2724585766930728,0.8703801735034516,0.8681853939243726,0.2344314669941757,0.8838302364864865,0.9543082446119416,0.8689392315205222,0.2741974624460215,0.8709933142311366,0.8668948143923191
128,no_process_ctmp_gin_seed3_fold1,e6e0e2c6fb1df16c294f97bb138b3abe8eeb73bd,2,https://github.com/loveiscomplicated/CTMP_GIN/tree/e6e0e2c6fb1df16c294f97bb138b3abe8eeb73bd,no_process_ctmp_gin_kfold,-,,1.0,no_process_ctmp_gin,3.0,2.0000545669733314e-07,0.8838608685661765,0.9549860892530044,0.8688176229175791,0.2715221540947303,0.8718961625282167,0.8657607465758591,0.2367975961270814,0.8835346283783784,0.9544763643892692,0.8684164070364946,0.2735265912177667,0.8716561150114456,0.8652006921073147
129,no_process_ctmp_gin_seed3_fold2,e6e0e2c6fb1df16c294f97bb138b3abe8eeb73bd,1,https://github.com/loveiscomplicated/CTMP_GIN/tree/e6e0e2c6fb1df16c294f97bb138b3abe8eeb73bd,no_process_ctmp_gin_kfold,-,,2.0,no_process_ctmp_gin,3.0,2.0000545669e-06,0.8834922640931373,0.9541165915295018,0.86868883061949,0.2771366561797784,0.8698527266637133,0.8675280450876645,0.2252767626270533,0.883589527027027,0.9537024562317756,0.8686582809224319,0.2783897188470998,0.870707688193098,0.8666184984836529
130,no_process_ctmp_gin_seed3_fold3,e6e0e2c6fb1df16c294f97bb138b3abe8eeb73bd,2,https://github.com/loveiscomplicated/CTMP_GIN/tree/e6e0e2c6fb1df16c294f97bb138b3abe8eeb73bd,no_process_ctmp_gin_kfold,-,,3.0,no_process_ctmp_gin,3.0,2.0000545669e-06,0.8841433057598039,0.954844521764644,0.8689744033955563,0.271718454974563,0.8731436653429799,0.8648447686886429,0.2395505316799338,0.8842271959459459,0.955194776691627,0.8690826954208789,0.2704978076736533,0.8729637943935993,0.8652359535604598
131,no_process_ctmp_gin_seed3_fold4,e6e0e2c6fb1df16c294f97bb138b3abe8eeb73bd,2,https://github.com/loveiscomplicated/CTMP_GIN/tree/e6e0e2c6fb1df16c294f97bb138b3abe8eeb73bd,no_process_ctmp_gin_kfold,-,,4.0,no_process_ctmp_gin,3.0,2.0000545669e-06,0.8833678002450981,0.954912729963064,0.8682685237250746,0.2713642679556935,0.8712929303890184,0.8652650408957187,0.2394335477082496,0.8846663851351352,0.9551795068346376,0.8697721214779918,0.2705152788464546,0.8724971539543294,0.8670640579544806
